Price,Close,High,Low,Open,Volume,Ticker
Ticker,KEY,KEY,KEY,KEY,KEY,
Date,,,,,,
2019-01-02,10.865880966186523,10.902051787873763,10.489698349394258,10.511400980389443,7710700,KEY
2019-01-03,10.90205192565918,11.111845867701975,10.779069198608486,10.82247515106164,12083300,KEY
2019-01-04,11.271001815795898,11.328875967899231,11.090144917994406,11.126316435537566,8759400,KEY
2019-01-07,11.386749267578125,11.545903518904986,11.15525267649488,11.227595706165525,9167100,KEY
2019-01-08,11.379512786865234,11.495261751573265,11.162485116583753,11.451855803568487,12223400,KEY
2019-01-09,11.466324806213379,11.524198944232854,11.256530883414245,11.379512909270021,8926300,KEY
2019-01-10,11.430155754089355,11.50973253849057,11.292704129315817,11.47356102197573,7017700,KEY
2019-01-11,11.545903205871582,11.639948865927943,11.343343694165553,11.451857545815221,8383600,KEY
2019-01-14,11.74846363067627,11.828041105324138,11.401218726477822,11.430155801827691,13519600,KEY
2019-01-15,11.799100875854492,11.806335315659643,11.524199062400255,11.741226737241584,9411500,KEY
2019-01-16,12.117411613464355,12.24762879485923,11.878680574183274,12.001663314408592,15318900,KEY
2019-01-17,11.813570976257324,12.001662291143358,11.509731372184259,11.943788146549844,23946200,KEY
2019-01-18,12.189754486083984,12.204223368234075,11.748463239306082,11.907616803471425,20623600,KEY
2019-01-22,12.22592544555664,12.319971800733885,12.095708264436494,12.11017714674508,16662700,KEY
2019-01-23,12.218690872192383,12.348908051903537,12.117411456785282,12.305502785276001,11093300,KEY
2019-01-24,12.211457252502441,12.233160577190326,12.023367291188668,12.117412271845556,9803600,KEY
2019-01-25,12.160818099975586,12.341675007862671,12.146350596014434,12.298269736321808,14462200,KEY
2019-01-28,12.189754486083984,12.19698892715903,12.037833983165138,12.074006188540363,11707800,KEY
2019-01-29,12.110177993774414,12.240395184002418,12.110177993774414,12.189755472209008,11894100,KEY
2019-01-30,12.03783130645752,12.19698621506205,12.02336380735294,12.139112079159013,12567500,KEY
2019-01-31,11.914852142333984,12.030600448599275,11.733995241315887,11.965493233675119,15285800,KEY
2019-02-01,12.030597686767578,12.081238766483178,11.943787166911791,11.972723546920943,11962500,KEY
2019-02-04,12.008895874023438,12.074004454519658,11.85697539292281,11.972723673843122,12454900,KEY
2019-02-05,11.835273742675781,12.03059810912267,11.777399600797374,12.03059810912267,14158800,KEY
