Price,Close,High,Low,Open,Volume,Ticker
Ticker,BKR,BKR,BKR,BKR,BKR,
Date,,,,,,
2019-01-02,17.292829513549805,17.7693064808678,17.120312720323817,17.407842275943818,7150000,BKR
2019-01-03,17.17780876159668,17.53927433233783,16.87385032351481,17.325681111759383,6672900,BKR
2019-01-04,18.040403366088867,18.171846732004433,17.473561195467877,17.53106678666915,5040400,BKR
2019-01-07,18.52509307861328,18.689396088573382,17.92538975600528,18.02397187536327,4740000,BKR
2019-01-08,19.06728744506836,19.116579279483123,18.599025986493576,18.755113661654953,4959100,BKR
2019-01-09,19.03443145751953,19.53555423561833,19.03443145751953,19.30553033141191,5217000,BKR
2019-01-10,19.18230438232422,19.5273394646561,18.83726929999234,18.911205500985577,5316500,BKR
2019-01-11,18.97692108154297,19.10014752639593,18.648316706298655,19.00978073561277,4876100,BKR
2019-01-14,19.09193229675293,19.190514393171227,18.64010147486646,18.779758530761974,4804100,BKR
2019-01-15,18.911205291748047,19.428757126064717,18.853699706480604,19.19051947754107,3370700,BKR
2019-01-16,19.017993927001953,19.12479131640408,18.714035501277003,18.837261932433307,4029200,BKR
2019-01-17,19.42875099182129,19.478041254072433,18.70582140013749,18.82083253435989,3884300,BKR
2019-01-18,19.814865112304688,20.012027754353817,19.494474447929136,19.69985239592732,4566700,BKR
2019-01-22,19.527334213256836,19.732712145915634,19.29731036459164,19.60948569970221,5088900,BKR
2019-01-23,18.87833595275879,19.6341266778595,18.845476303967803,19.519115556727545,4654900,BKR
2019-01-24,18.92763328552246,19.19051682000314,18.72225532834575,18.763330293017304,4706600,BKR
2019-01-25,19.29731559753418,19.436972692289995,18.87834431326673,19.149443195215117,6687200,BKR
2019-01-28,18.87833595275879,19.1247903697817,18.582592846003905,19.1247903697817,4181100,BKR
2019-01-29,19.026214599609375,19.190517598782186,18.911203440334123,19.067289565947814,3365200,BKR
2019-01-30,19.666996002197266,19.847728062335428,19.042646748661358,19.124798254873124,4274900,BKR
2019-01-31,19.363035202026367,20.504936239830286,19.256239344633535,19.773791151384277,9064600,BKR
2019-02-01,20.15775489807129,20.356434835894813,19.35475503969579,19.470652854318686,4559400,BKR
2019-02-04,20.34815216064453,20.70412090214163,19.834894574981107,20.09152415729655,6067000,BKR
2019-02-05,20.720678329467773,20.861410123324703,20.323316948657475,20.331595475233467,6189200,BKR
2019-02-06,20.59650230407715,21.00214221725921,20.57994682965611,20.71240009882953,4800900,BKR
2019-02-07,20.190866470336914,20.72895971933086,19.75211555397705,20.439217565018975,5052300,BKR
2019-02-08,20.37299346923828,20.4392201203062,20.01702462763525,20.099808336212128,4403700,BKR
2019-02-11,20.54683494567871,20.646175697789424,20.141196567581357,20.215701736922473,3831100,BKR
2019-02-12,20.48061180114746,20.94419837256712,20.34815849502756,20.7951895874082,6388400,BKR
2019-02-13,20.803462982177734,21.167710301242384,20.4557727182905,20.497165356234035,4004400,BKR
2019-02-14,21.225662231445312,21.316724472324996,20.67929194410316,20.695849002257276,6223600,BKR
2019-02-15,21.38294792175293,21.54851532054801,21.258773162140486,21.43261750980436,4119200,BKR
2019-02-19,21.598186492919922,21.639577556171037,21.151155430762177,21.267053250007436,2939700,BKR
2019-02-20,22.003820419311523,22.33495359460109,21.631294610256052,21.631294610256052,4672700,BKR
2019-02-21,21.747194290161133,22.078327494142382,21.623019536039124,22.078327494142382,4052300,BKR
2019-02-22,21.81342124938965,21.98726559190471,21.697523442078584,21.929317477733022,3507200,BKR
2019-02-25,22.144556045532227,22.28528786673731,21.672690991776292,21.738917638286463,3393000,BKR
2019-02-26,22.144556045532227,22.426019687942397,21.887927987676296,22.169391630086466,4086700,BKR
2019-02-27,22.078327178955078,22.260450043802887,21.962430953958076,22.185944876599773,2526600,BKR
2019-02-28,21.838260650634766,22.18595100056604,21.65613773551575,22.152838460984437,4311600,BKR
2019-03-01,22.434297561645508,22.459131566507455,21.96243252165542,22.003823582403836,4128500,BKR
2019-03-04,22.42601776123047,22.773708020279297,22.127997088054993,22.58330662529171,4308300,BKR
2019-03-05,22.442577362060547,22.500525481981033,22.15283518349026,22.475689896743177,4287700,BKR
2019-03-06,21.780305862426758,22.37634718232623,21.67268816798246,22.37634718232623,4412400,BKR
2019-03-07,21.56507110595703,21.82170073565983,21.316721583177024,21.76375261894235,3988700,BKR
2019-03-08,21.30016326904297,21.349834433839046,20.877967842082295,21.225658100816517,3554700,BKR
2019-03-11,21.937599182128906,22.169393251349664,21.548517802798845,21.589908867781734,4563000,BKR
2019-03-12,22.20250129699707,22.277006462071633,21.995542856004977,22.061769493963745,3879400,BKR
2019-03-13,22.5584716796875,22.657812433206228,22.31839911308174,22.417739866600467,3097600,BKR
2019-03-14,22.93927574157715,23.005503966875896,22.558472919916134,22.583308504403163,5624200,BKR
2019-03-15,23.0551700592041,23.204180385584472,22.81509751582071,22.81509751582071,9978700,BKR
2019-03-18,23.328357696533203,23.518759099415462,23.187625881583767,23.187625881583767,4398000,BKR
2019-03-19,23.030336380004883,23.68432584890094,22.89788309650122,23.56014951401953,4848400,BKR
2019-03-20,23.386301040649414,23.576702404683054,22.8730434735072,23.046889364252955,4939700,BKR
